customer_id,email,signup_date,age,gender
C101,a@mail.com,2022-09-12,25,
C_100,unknown,19/12/2022,,M
C_100,unknown,2022-12-03,25,
C100,b@mail.com,2022/05/13,30,
C100,unknown,2022-04-10,30,F
C_100,a@mail.com,2022-08-21,25,
C100,unknown,2022/08/27,,M
C101,unknown,2023-05-22,,
C101,b@mail.com,2022/05/20,,M
C100,unknown,2023/10/13,25,M
C100,b@mail.com,2023-01-07,30,M
C100,unknown,2022-11-14,30,
C100,unknown,24/09/2023,25,F
C100,a@mail.com,2022-07-24,,
C100,b@mail.com,2022/10/14,25,F
C101,unknown,29/07/2022,30,
C101,a@mail.com,2023-07-14,30,F
C_100,a@mail.com,2023-07-22,25,
C100,unknown,2023/02/09,25,M
C100,unknown,2022-04-05,30,
C100,unknown,2022-06-20,,
C101,a@mail.com,2022-09-16,25,M
C100,a@mail.com,2022-02-14,,M
C_100,a@mail.com,2023-01-18,30,F
C100,unknown,2022-11-01,25,
C100,a@mail.com,2022/07/04,25,F
C100,b@mail.com,2022/06/29,30,
C100,b@mail.com,2023-07-25,,F
C101,unknown,2022-06-15,30,M
C_100,b@mail.com,2022-03-20,,M
C100,b@mail.com,2022/12/12,,M
C_100,a@mail.com,2023-07-12,30,F
C100,b@mail.com,2023/05/09,30,F
C_100,a@mail.com,2023/10/29,,
C_100,unknown,2023-11-10,30,
C101,unknown,2023-10-20,30,
C101,a@mail.com,2023/05/30,25,M
C101,a@mail.com,23/02/2023,30,F
C_100,b@mail.com,24/09/2023,,
C_100,b@mail.com,2022-04-02,30,
C_100,unknown,18/10/2022,30,M
C101,b@mail.com,29/03/2022,,
C100,unknown,03/11/2022,30,M
C_100,unknown,19/07/2022,25,
C100,b@mail.com,2022/09/30,30,F
C100,unknown,10/07/2023,25,
C101,a@mail.com,2022-09-21,30,F
C100,b@mail.com,2023-03-01,30,
C100,b@mail.com,14/07/2023,30,F
C_100,unknown,2022/04/11,25,M
C_100,b@mail.com,2023-11-25,,
C_100,a@mail.com,2023/02/21,30,
C101,b@mail.com,2022/12/11,,M
C_100,a@mail.com,2022-12-13,25,F
C_100,b@mail.com,20/10/2023,,
C_100,b@mail.com,30/03/2023,30,M
C100,a@mail.com,2022-05-06,25,
C101,b@mail.com,01/08/2022,25,F
C100,unknown,09/07/2023,30,M
C100,a@mail.com,08/12/2022,30,
C_100,unknown,2022/03/13,25,F
C_100,a@mail.com,2023-07-17,,F
C100,a@mail.com,20/11/2022,,F
C100,unknown,23/10/2023,,F
C_100,unknown,27/04/2023,25,F
C100,a@mail.com,15/01/2023,25,F
C_100,a@mail.com,2023/10/15,,M
C100,a@mail.com,23/04/2023,25,F
C100,b@mail.com,2022/01/30,30,F
C101,unknown,2022-10-18,30,M
C100,a@mail.com,2023-09-07,,F
C100,b@mail.com,2022-09-20,,
C100,unknown,2022/08/15,,M
C_100,b@mail.com,2023-11-10,,F
C_100,b@mail.com,19/11/2023,30,F
C_100,a@mail.com,2023/09/25,30,F
C100,b@mail.com,14/04/2023,25,F
C_100,a@mail.com,2023-03-14,30,
C101,b@mail.com,11/06/2023,,F
C101,b@mail.com,09/12/2022,30,
C101,unknown,2022-05-19,30,
C101,b@mail.com,2022-03-13,30,M
C100,b@mail.com,2023-01-31,25,
C101,unknown,06/12/2022,30,M
C101,b@mail.com,2023/10/29,25,M
C101,a@mail.com,2023-02-03,30,F
C100,unknown,2022/05/17,30,F
C100,a@mail.com,2023/09/02,25,M
C_100,b@mail.com,2023-06-11,30,
C_100,unknown,2023-02-05,25,M
C100,unknown,31/12/2022,30,M
C_100,unknown,2023/03/03,25,
C101,a@mail.com,2022/12/11,25,M
C_100,unknown,2023-09-29,25,F
C100,a@mail.com,22/04/2023,25,M
C100,b@mail.com,07/01/2022,30,M
C101,a@mail.com,2022-02-15,30,M
C_100,unknown,02/04/2022,,F
C_100,unknown,2022-09-04,30,
C100,a@mail.com,2022/07/08,30,
C101,a@mail.com,2023/01/16,30,M
C101,a@mail.com,2023-02-03,25,M
C100,a@mail.com,2022-07-03,30,
C100,b@mail.com,2023/04/26,25,F
C100,a@mail.com,24/03/2022,30,F
C101,unknown,2022-06-22,,F
C100,b@mail.com,2023-08-26,30,
C_100,unknown,2023-08-01,,
C_100,b@mail.com,2023-07-15,30,
C101,unknown,2023/09/29,,F
C_100,unknown,18/04/2022,,F
C101,a@mail.com,2023/06/30,,F
C101,unknown,2023-05-15,25,F
C_100,b@mail.com,10/01/2023,30,F
C_100,a@mail.com,15/08/2022,25,M
C101,b@mail.com,2023/04/19,,M
C101,unknown,2022/02/26,30,F
C_100,b@mail.com,2023/07/08,30,F
C101,b@mail.com,2022/04/24,25,M
C_100,unknown,2022-03-05,,M
C101,unknown,2023/01/25,30,
C100,a@mail.com,12/01/2023,25,
C101,a@mail.com,2023-08-27,25,M
C101,unknown,2022/01/05,30,
C_100,unknown,2023-10-05,30,F
C100,a@mail.com,2023-04-05,30,
C_100,unknown,2023/10/11,,F
C_100,a@mail.com,31/07/2022,,F
C_100,a@mail.com,26/04/2022,30,
C_100,a@mail.com,2022-06-22,25,F
C101,a@mail.com,2022/06/07,30,
C_100,unknown,2023/09/14,30,F
C101,b@mail.com,2023/05/10,25,M
C100,b@mail.com,2022-06-21,30,F
C100,a@mail.com,2023/09/22,,
C101,b@mail.com,2023/01/17,30,M
C100,b@mail.com,2022/12/12,,
C_100,unknown,2023-09-05,,M
C100,unknown,2023/01/22,25,
C101,a@mail.com,14/02/2022,,F
C101,unknown,2023/02/24,25,F
C100,b@mail.com,2023/10/27,25,
C101,a@mail.com,2022-01-30,30,M
C101,b@mail.com,2023/05/13,25,
C100,unknown,2022/05/23,,
C_100,b@mail.com,24/04/2022,,M
C_100,unknown,2022/08/15,,
C101,a@mail.com,28/03/2022,30,M
C101,unknown,29/10/2023,,F
C100,b@mail.com,2022-05-19,25,M
C100,b@mail.com,2022-03-31,25,M
C_100,a@mail.com,2022/08/13,25,F
C_100,b@mail.com,25/11/2022,,
C_100,b@mail.com,14/10/2022,25,F
C101,b@mail.com,18/06/2023,25,M
C_100,a@mail.com,2023-01-03,25,F
C100,a@mail.com,27/02/2022,30,M
C100,unknown,22/05/2022,,F
C100,b@mail.com,27/03/2022,30,
C100,a@mail.com,07/04/2023,25,F
C101,a@mail.com,11/12/2022,30,F
C100,unknown,2022/03/13,25,
C_100,unknown,2022-01-21,30,F
C100,b@mail.com,2023/11/12,,
C_100,unknown,26/06/2022,25,M
C100,a@mail.com,2023/04/12,25,M
C100,b@mail.com,2022/10/22,25,
C101,unknown,2023/03/15,25,M
C_100,b@mail.com,2023/03/09,25,F
C_100,unknown,2023/05/23,25,
C101,unknown,30/08/2023,,F
C_100,b@mail.com,2023-04-01,,
C101,b@mail.com,2022/10/02,30,M
C_100,unknown,22/02/2023,25,M
C_100,unknown,2022-10-02,25,F
C101,unknown,2023/08/30,25,
C101,b@mail.com,18/09/2022,,
C100,b@mail.com,2022/03/18,25,
C_100,unknown,26/07/2022,,M
C_100,b@mail.com,2023-10-26,30,M
C100,a@mail.com,26/11/2022,25,F
C101,b@mail.com,03/03/2022,25,M
C100,b@mail.com,2022/08/20,25,
C_100,a@mail.com,25/05/2023,30,F
C101,unknown,2022-07-03,,M
C100,b@mail.com,2022-03-10,30,F
C100,b@mail.com,13/05/2023,,
C_100,unknown,31/01/2022,30,
C100,unknown,24/03/2023,,M
C_100,b@mail.com,03/07/2022,,F
C101,b@mail.com,08/04/2023,25,F
C_100,unknown,2023/01/05,,
C_100,a@mail.com,2023-03-21,30,M
C100,unknown,2022/10/22,25,M
C_100,unknown,2022-09-25,25,M
C101,b@mail.com,2022-05-14,30,M
C100,a@mail.com,2023-08-31,30,F
C101,a@mail.com,2023-08-01,30,M
C101,unknown,2023/07/26,30,M
C101,a@mail.com,2023-05-27,,
C101,a@mail.com,2022/03/12,,
C_100,unknown,2023-09-12,25,M
C101,unknown,2023-08-17,30,
C101,a@mail.com,2023-03-29,25,M
C100,b@mail.com,2023/07/15,30,M
C_100,b@mail.com,2022-07-20,30,M
C100,a@mail.com,2023/09/15,25,
C101,unknown,2022-02-09,30,M
C_100,b@mail.com,05/04/2023,25,
C_100,a@mail.com,2023/05/23,25,
C_100,a@mail.com,2023-10-22,30,M
C_100,unknown,2022/02/28,25,
C_100,unknown,20/11/2023,,
C100,unknown,2023/07/07,,F
C100,unknown,2022/04/23,30,
C_100,unknown,29/01/2022,30,
C101,a@mail.com,11/04/2023,25,F
C_100,a@mail.com,2023-08-25,,M
C_100,unknown,06/07/2023,30,
C101,b@mail.com,2023/05/21,25,
C100,unknown,22/04/2023,,
C_100,unknown,14/11/2023,,
C_100,unknown,23/09/2022,30,M
C101,b@mail.com,2023/08/21,30,M
C_100,a@mail.com,2022-11-11,25,F
C_100,unknown,10/07/2022,25,F
C101,a@mail.com,2022-10-22,,
C100,a@mail.com,24/06/2023,25,M
C100,unknown,2022-05-30,30,M
C101,b@mail.com,2022-12-11,,M
C_100,a@mail.com,24/10/2022,30,
C_100,a@mail.com,2022-03-12,,
C101,a@mail.com,2023/09/20,25,
C100,unknown,19/11/2022,,
C_100,a@mail.com,2023-07-23,30,
C101,unknown,2022/02/08,25,
C100,unknown,2022-09-22,25,M
C101,unknown,2022-02-12,30,
C_100,unknown,2022/03/18,,
C101,a@mail.com,19/11/2022,30,
C100,unknown,13/08/2023,25,F
C100,unknown,2023/02/11,25,M
C_100,unknown,2023/12/02,25,
C100,b@mail.com,2023/07/09,30,M
C_100,unknown,23/08/2023,30,F
C_100,b@mail.com,14/01/2022,25,F
C100,b@mail.com,2023/07/01,,F
C_100,unknown,11/07/2022,,F
C101,b@mail.com,2022-05-13,,M
C100,unknown,2023-08-05,30,
C101,unknown,13/02/2022,30,
C101,a@mail.com,2022/02/04,25,
C100,b@mail.com,2022-10-03,,M
C_100,a@mail.com,2023/01/26,30,
C101,a@mail.com,28/06/2022,,M
C100,a@mail.com,2022-11-26,30,
C_100,a@mail.com,2023/02/14,30,M
C_100,unknown,2023/06/30,30,M
C101,unknown,2023-05-31,,M
C100,a@mail.com,27/10/2022,25,M
C100,unknown,13/04/2022,30,F
C100,a@mail.com,2023-02-22,,
C101,b@mail.com,2023-08-20,25,
C101,unknown,2022-07-01,,M
C100,a@mail.com,12/12/2022,30,M
C_100,a@mail.com,2023-04-15,30,M
C_100,a@mail.com,24/08/2022,30,F
C_100,b@mail.com,30/01/2023,,
C101,a@mail.com,2023/03/28,25,
C101,unknown,2023-06-12,25,M
C_100,unknown,2023-11-20,,F
C101,b@mail.com,26/01/2023,25,M
C101,a@mail.com,2022/01/17,25,F
C101,a@mail.com,08/05/2022,,
C_100,b@mail.com,2022/02/26,,M
C_100,a@mail.com,2023/02/23,,M
C100,b@mail.com,16/12/2022,30,
C100,unknown,2022/06/08,,F
C101,unknown,2022-09-11,30,M
C_100,unknown,2023-02-22,30,F
C_100,b@mail.com,2022/06/30,,M
C101,b@mail.com,2022/10/06,25,M
C101,unknown,2022-08-16,25,M
C101,a@mail.com,2023/07/04,,M
C101,unknown,2022-09-03,30,
C_100,a@mail.com,2023/10/23,25,F
C_100,a@mail.com,2023-08-28,30,M
C100,unknown,2022-05-02,25,F
C100,a@mail.com,2022-03-24,30,F
C_100,b@mail.com,21/02/2023,30,M
C_100,b@mail.com,2023/02/09,,
C_100,b@mail.com,2023-04-22,,F
C_100,unknown,2023/07/22,25,F
C101,a@mail.com,2023-01-01,25,F
C_100,b@mail.com,2022/12/04,30,M
C101,b@mail.com,20/04/2022,,
C101,b@mail.com,08/02/2023,,F
C_100,unknown,05/11/2022,30,M
C100,b@mail.com,02/06/2022,25,F
C101,a@mail.com,2023-10-15,,M
C_100,b@mail.com,2023/11/19,,F
C100,b@mail.com,30/07/2023,25,
C100,a@mail.com,17/10/2022,30,M
C101,unknown,12/06/2023,,M
C101,a@mail.com,23/06/2022,,M
C_100,unknown,2023/08/17,,
C100,b@mail.com,2022/06/25,,
C100,b@mail.com,2023-09-27,,
C100,b@mail.com,05/09/2023,,
C101,unknown,2022-07-16,,F
C101,b@mail.com,2022/07/10,30,
C100,unknown,05/04/2023,30,M
C_100,a@mail.com,19/08/2023,25,M
C101,b@mail.com,22/03/2023,30,M
C101,a@mail.com,2023/06/11,25,F
C_100,b@mail.com,2022-04-20,30,
C101,b@mail.com,02/11/2022,25,
C100,unknown,03/01/2022,25,
C100,unknown,25/05/2023,30,
C_100,b@mail.com,2023/01/15,30,F
C_100,b@mail.com,2022/03/08,25,
C_100,b@mail.com,27/01/2023,,F
C101,unknown,2022/11/26,,
C100,a@mail.com,2023/07/27,,F
C100,a@mail.com,2022/07/24,,F
C100,unknown,2022/11/15,25,F
C101,b@mail.com,2023-10-08,30,M
C100,unknown,2022-10-26,,F
C100,b@mail.com,2022/08/22,30,
C100,b@mail.com,2023/10/28,25,F
C101,unknown,04/07/2022,,M
C100,unknown,2022/06/14,,F
C_100,unknown,27/09/2023,30,F
C100,b@mail.com,10/02/2023,,M
C100,a@mail.com,05/03/2022,25,M
C100,a@mail.com,14/10/2022,25,F
C101,b@mail.com,2023/07/29,30,M
C_100,unknown,2023-01-08,30,M
C101,unknown,2023-03-02,,
C_100,a@mail.com,2022-09-08,25,
C101,a@mail.com,2022-01-16,25,
C_100,a@mail.com,2022/12/06,,F
C_100,unknown,2022-09-24,,F
C101,b@mail.com,07/01/2023,,F
C101,b@mail.com,2022/07/03,25,F
C101,unknown,2022-09-18,25,M
C100,a@mail.com,01/02/2023,30,M
C100,a@mail.com,2022-07-22,30,F
C101,unknown,2023-05-21,30,F
C_100,unknown,13/12/2022,30,F
C100,a@mail.com,2023-04-04,25,M
C101,a@mail.com,15/03/2023,25,F
C101,b@mail.com,2023/02/22,30,M
C_100,unknown,17/01/2023,30,F
C_100,unknown,27/12/2022,25,F
C100,a@mail.com,30/11/2023,,
C101,b@mail.com,31/05/2022,30,
C101,b@mail.com,2022/10/07,,F
C_100,b@mail.com,05/06/2023,30,M
C_100,unknown,2022/12/25,,F
C100,a@mail.com,11/11/2022,30,F
C101,a@mail.com,2023/05/13,30,F
C100,b@mail.com,2023/05/27,30,M
C_100,a@mail.com,2022/02/04,,F
C_100,b@mail.com,2023/01/02,25,F
C100,unknown,2022/05/27,30,F
C_100,b@mail.com,2022-09-07,30,F
C_100,a@mail.com,11/11/2022,25,
C_100,b@mail.com,2023-06-12,25,M
C100,unknown,03/05/2022,25,M
C100,unknown,2022-02-08,,
C101,b@mail.com,2022/10/08,25,F
C101,unknown,28/03/2022,30,F
C100,a@mail.com,16/02/2022,30,M
C101,unknown,2023-03-22,25,M
C101,unknown,13/02/2022,25,M
C100,unknown,21/06/2023,25,F
C101,a@mail.com,09/03/2022,,F
C_100,b@mail.com,27/01/2023,30,F
C101,a@mail.com,2022-01-21,30,M
C_100,b@mail.com,2022/03/12,25,
C_100,unknown,2022-12-07,,
C101,b@mail.com,25/01/2022,30,
C100,unknown,16/05/2022,30,
C100,unknown,02/10/2022,30,M
C101,a@mail.com,2022/02/06,25,
C100,unknown,2022/10/15,,
C100,a@mail.com,15/10/2023,30,F
C101,unknown,2022/05/21,30,F
C_100,unknown,2023/09/08,25,
C_100,unknown,2023-09-27,25,F
C_100,b@mail.com,2022-10-30,30,M
C101,b@mail.com,17/11/2022,30,M
C101,b@mail.com,04/09/2023,,
C_100,b@mail.com,2022-01-10,,
C_100,unknown,2022-08-14,25,
C100,unknown,2023/09/14,25,
C100,unknown,2023-06-22,25,M
C100,b@mail.com,18/12/2022,30,F
C_100,a@mail.com,2023-03-02,,
C_100,b@mail.com,2022-01-24,25,
C101,b@mail.com,2022-01-31,25,M
C100,unknown,2022/07/29,30,M
C101,b@mail.com,2023-01-16,,M
C101,b@mail.com,2023/03/13,,M
C100,b@mail.com,08/11/2023,25,F
C_100,b@mail.com,28/05/2023,25,F
C100,unknown,2022-02-18,,
C100,unknown,2023-07-06,25,M
C100,a@mail.com,2023/02/07,,M
C_100,unknown,16/08/2022,,F
C101,unknown,20/10/2023,,
C100,unknown,2022/01/10,,M
C101,a@mail.com,2023-01-28,30,M
C_100,b@mail.com,2022-06-30,,
C101,unknown,2023-04-29,25,F
C_100,unknown,2023-04-01,30,F
C100,unknown,2023-07-08,30,F
C101,a@mail.com,2022-09-18,,F
C100,unknown,2023-11-04,30,F
C_100,unknown,2023-02-03,30,
C_100,unknown,31/07/2022,25,F
C100,unknown,2023/05/28,,M
C101,a@mail.com,2022/05/14,30,M
C100,unknown,2022/07/06,25,M
C100,b@mail.com,03/06/2022,25,
C100,a@mail.com,2023-03-10,30,M
C100,unknown,22/11/2023,,F
C100,b@mail.com,24/10/2022,25,M
C101,unknown,2022/11/11,25,F
C_100,unknown,2022-12-27,,M
C100,unknown,2023-09-08,30,M
C101,unknown,2022-08-23,25,M
C_100,a@mail.com,2023-11-22,30,F
C_100,a@mail.com,17/10/2023,,M
C100,b@mail.com,2022-02-02,30,
C100,a@mail.com,2023/10/01,30,F
C_100,a@mail.com,2022-02-02,30,F
C_100,unknown,2023-11-01,30,
C_100,b@mail.com,2023-11-18,30,F
C_100,b@mail.com,23/09/2023,,F
C101,b@mail.com,2022/09/24,25,
C100,b@mail.com,2023/02/27,30,
C_100,a@mail.com,2023/04/23,,M
C_100,b@mail.com,2023/08/29,30,
C100,a@mail.com,2022/05/04,,F
C100,unknown,20/02/2022,,F
C101,b@mail.com,13/06/2023,25,
C_100,unknown,2023/05/09,,M
C101,b@mail.com,2023/08/21,30,M
C101,b@mail.com,21/01/2022,,
C_100,b@mail.com,09/01/2023,30,F
C101,unknown,2023/07/09,25,F
C101,a@mail.com,2022-08-08,,F
C100,unknown,2023/05/29,,
C100,a@mail.com,2023-05-30,30,
C100,unknown,2023-06-19,25,F
C100,a@mail.com,25/03/2022,25,
C_100,unknown,2022/10/02,30,
C101,unknown,2022-01-11,,F
C101,unknown,2023-10-14,25,
C_100,a@mail.com,2023/01/03,30,F
C100,b@mail.com,20/09/2022,25,
C_100,b@mail.com,2022-05-25,30,M
C_100,a@mail.com,2022/06/16,25,M
C100,unknown,2022/10/11,25,F
C_100,a@mail.com,2022/01/25,,F
C101,a@mail.com,11/03/2023,30,
C_100,b@mail.com,2023-01-11,,
C100,b@mail.com,30/03/2023,,F
C100,b@mail.com,2023-02-23,25,F
C101,unknown,11/02/2023,25,M
C101,b@mail.com,2023-05-03,25,
C_100,a@mail.com,2023/10/05,30,F
C_100,b@mail.com,2023/10/31,25,M
C100,unknown,2022/05/26,,F
C_100,b@mail.com,2023/03/02,,F
C101,a@mail.com,06/04/2022,25,M
C_100,unknown,2022-07-13,,
C100,a@mail.com,2022/01/25,25,F
C101,a@mail.com,2022/02/12,,
C100,unknown,2023/06/03,30,F
C_100,a@mail.com,2022-12-19,25,M
C100,b@mail.com,24/04/2023,25,
C101,b@mail.com,2022-01-12,30,F
C100,b@mail.com,2022-10-06,,M
C_100,a@mail.com,04/04/2023,30,F
C_100,b@mail.com,03/04/2022,,
C100,b@mail.com,08/06/2023,30,F
C101,b@mail.com,2022-06-17,,F
C101,b@mail.com,2022-12-09,25,
C101,unknown,04/08/2023,,F
C101,unknown,2023-08-02,25,
C101,unknown,2022-06-25,,F
C101,a@mail.com,09/09/2022,25,M
C100,b@mail.com,2022-05-10,25,F
C100,unknown,2023-06-03,30,
C_100,unknown,23/06/2023,30,F
C100,unknown,02/02/2023,30,M
C101,a@mail.com,2023/02/26,25,
C100,unknown,01/09/2022,25,
C_100,b@mail.com,2023-11-30,25,
C100,a@mail.com,2023/05/08,25,M
C_100,unknown,13/06/2023,,F
C101,unknown,2023-08-19,25,M
C100,a@mail.com,17/10/2023,30,
C101,b@mail.com,2022/05/16,,
C_100,a@mail.com,2023/05/29,25,M
C101,b@mail.com,2023-03-28,30,
C_100,unknown,04/02/2022,,M
C_100,unknown,2023-09-24,,
C100,a@mail.com,2022/02/26,,
C100,a@mail.com,16/11/2022,25,F
C_100,a@mail.com,04/10/2023,25,M
C101,b@mail.com,2023/01/26,25,F
C101,a@mail.com,2023-07-25,30,F
C_100,unknown,2023/09/04,,
C101,a@mail.com,2023/11/04,30,F
C_100,a@mail.com,2022/03/23,30,
C_100,unknown,11/10/2023,25,M
C_100,unknown,2023/03/09,30,M
C101,unknown,2022-04-20,30,M
C101,b@mail.com,23/11/2023,25,M
C_100,a@mail.com,06/04/2023,,
C_100,a@mail.com,2023-01-05,,
C100,a@mail.com,2022-08-09,30,
C_100,a@mail.com,2023/09/16,,F
C_100,b@mail.com,2022-12-29,25,M
C101,b@mail.com,16/05/2023,30,M
C100,a@mail.com,23/02/2023,,
C100,a@mail.com,2022/01/05,,F
C101,unknown,01/02/2022,,M
C101,b@mail.com,2023-03-02,30,F
C100,unknown,2023/07/23,25,
C_100,a@mail.com,2023-04-10,30,M
C100,unknown,2023/09/11,25,M
C100,unknown,2023-10-11,,F
C101,a@mail.com,2022-07-22,30,F
C101,b@mail.com,2023/11/01,,M
C100,b@mail.com,13/12/2022,,
C101,b@mail.com,15/01/2022,,M
C100,b@mail.com,19/02/2022,25,
C100,a@mail.com,08/08/2022,30,
C_100,b@mail.com,2022/10/12,,M
C_100,b@mail.com,14/10/2023,30,F
C100,a@mail.com,11/06/2023,,M
C101,unknown,2023/08/30,30,M
C100,a@mail.com,02/12/2023,25,M
C100,b@mail.com,2023-02-12,30,F
C100,a@mail.com,2023-01-26,,M
C101,unknown,2023/06/28,25,F
C100,a@mail.com,26/05/2023,,F
C101,a@mail.com,2022/11/16,25,F
C101,a@mail.com,08/04/2023,,F
C_100,a@mail.com,28/01/2023,25,
C_100,a@mail.com,2023-08-08,,
C100,unknown,2022/11/08,25,
C101,a@mail.com,13/08/2022,25,F
C_100,a@mail.com,2023/06/30,30,
C_100,a@mail.com,27/02/2023,30,F
C101,b@mail.com,2022-02-09,30,M
C101,a@mail.com,2023-02-06,25,
C100,a@mail.com,02/04/2023,25,
C100,unknown,2022-04-23,30,M
C100,b@mail.com,31/10/2022,30,
C_100,unknown,2023-01-04,25,F
C101,b@mail.com,2023-04-22,25,M
C_100,a@mail.com,13/04/2023,30,
C100,unknown,22/10/2022,,M
C100,b@mail.com,29/03/2023,30,M
C_100,b@mail.com,2022/04/15,30,F
C_100,unknown,2022/10/01,30,F
C101,unknown,2023-03-21,25,
C100,a@mail.com,09/06/2022,,M
C100,a@mail.com,2022/12/13,30,F
C_100,a@mail.com,2022-01-06,,F
C101,b@mail.com,2022/02/20,,
C101,unknown,2022-08-11,30,
C100,a@mail.com,2023-05-14,30,
C101,unknown,2022-04-17,25,
C100,b@mail.com,15/12/2022,30,M
C101,b@mail.com,2022/06/14,,F
C101,a@mail.com,2023/05/10,,M
C_100,unknown,2022-05-03,25,M
C101,a@mail.com,26/06/2023,30,M
C100,a@mail.com,2023/10/15,30,F
C100,unknown,02/02/2023,,M
C101,unknown,2022-04-03,,F
C_100,b@mail.com,05/07/2022,,
C100,b@mail.com,2023/05/30,25,F
C100,b@mail.com,2022-06-23,25,M
C_100,b@mail.com,2023/09/22,,
C_100,b@mail.com,2023-04-24,30,
C100,b@mail.com,2022/10/29,25,
C100,a@mail.com,2023/08/16,,F
C_100,unknown,06/06/2023,,F
C_100,a@mail.com,27/10/2022,25,
C_100,a@mail.com,2023/08/03,30,M
C100,a@mail.com,2022-04-05,,
C101,unknown,24/09/2022,,
C101,b@mail.com,27/12/2022,,
C100,b@mail.com,2023/10/22,,M
C100,a@mail.com,2022-09-03,30,
C101,unknown,2023/02/25,,
C100,b@mail.com,2022/08/29,25,F
C101,unknown,16/10/2022,25,M
C101,unknown,20/03/2023,25,M
C100,a@mail.com,2023/07/01,30,M
C100,b@mail.com,18/11/2022,30,F
C101,a@mail.com,10/02/2023,25,F
C101,unknown,2023-05-27,25,
C_100,unknown,2022/01/20,25,F
C_100,a@mail.com,2023/08/09,30,M
C101,unknown,2023/11/16,25,
C_100,unknown,16/10/2022,,M
C100,a@mail.com,2022-03-08,25,
C_100,b@mail.com,2022/10/09,25,F
C101,unknown,2023/06/27,25,M
C_100,a@mail.com,2022/09/23,30,M
C101,b@mail.com,2023-02-04,30,
C101,unknown,2022-01-20,,M
C101,unknown,2023/07/15,,M
C_100,a@mail.com,14/12/2022,25,M
C100,b@mail.com,2023-01-16,25,M
C_100,unknown,2022/08/20,,
C100,b@mail.com,16/11/2023,30,F
C100,a@mail.com,2022/12/02,25,M
C101,unknown,2023/07/19,,
C100,b@mail.com,01/04/2023,25,F
C100,a@mail.com,2022-03-07,30,
C100,a@mail.com,16/01/2022,25,M
C101,a@mail.com,03/05/2022,30,
C100,a@mail.com,2023/06/27,25,M
C_100,unknown,2022/10/25,25,M
C_100,a@mail.com,2022-01-24,25,M
C101,unknown,2022-11-23,25,M
C_100,b@mail.com,2022/09/20,,F
C100,a@mail.com,2023-08-12,,M
C101,b@mail.com,23/04/2023,,
C100,unknown,2023-03-20,30,F
C101,b@mail.com,2022-06-24,25,M
C_100,a@mail.com,2023-07-22,,F
C_100,b@mail.com,2022-02-05,,F
C100,a@mail.com,2023/09/15,30,F
C100,b@mail.com,2022/11/24,,M
C100,a@mail.com,07/07/2022,30,
C100,unknown,2023-03-27,30,M
C_100,unknown,2023-07-25,25,
C100,b@mail.com,12/04/2023,,
C100,b@mail.com,2022/09/11,,
C100,a@mail.com,2022-02-24,30,
C100,unknown,2022/12/28,,M
C_100,a@mail.com,20/08/2022,25,M
C101,unknown,2022-11-29,25,
C100,b@mail.com,2022/01/06,25,
C_100,a@mail.com,05/09/2022,30,M
C101,b@mail.com,22/07/2023,30,M
C_100,b@mail.com,10/05/2022,,F
C100,a@mail.com,04/04/2022,,
C_100,a@mail.com,2022/09/13,,F
C_100,b@mail.com,2022-06-10,30,M
C100,unknown,2023-07-22,25,
C_100,unknown,2022-09-29,25,M
C100,unknown,2022/11/21,30,M
C100,b@mail.com,2023-11-20,30,
C100,unknown,2023/07/05,30,M
C101,b@mail.com,2022/04/11,,F
C101,a@mail.com,2022/09/23,30,F
C100,a@mail.com,2022/08/31,,M
C100,unknown,2022-10-03,25,F
C101,b@mail.com,2023-02-24,25,M
C100,b@mail.com,2022-06-14,25,
C100,unknown,2023/01/03,25,
C100,a@mail.com,2023/04/25,30,F
C_100,a@mail.com,2022/08/31,25,
C_100,b@mail.com,15/04/2023,30,M
C100,unknown,22/01/2022,30,
C101,unknown,2023-08-13,25,
C101,b@mail.com,22/10/2023,,M
C100,unknown,2023/07/17,,
C_100,b@mail.com,2022-11-24,25,F
C100,unknown,29/09/2022,30,
C_100,b@mail.com,2022/10/11,30,F
C_100,unknown,16/12/2022,30,F
C100,b@mail.com,2023-05-28,25,
C101,a@mail.com,04/03/2022,30,F
C_100,b@mail.com,2023-08-25,,
C101,b@mail.com,2022/07/26,25,M
C101,b@mail.com,2022/10/17,30,F
C100,b@mail.com,2023/08/24,,
C101,unknown,13/12/2022,30,
C101,b@mail.com,06/08/2023,25,F
C101,b@mail.com,05/12/2022,30,
C101,a@mail.com,2022-09-08,25,F
C101,b@mail.com,2023-02-03,,
C100,unknown,09/09/2023,,M
C_100,unknown,10/06/2022,,M
C_100,b@mail.com,2022/11/17,30,
C_100,unknown,10/10/2022,30,M
C100,unknown,2022/04/03,,M
C101,b@mail.com,2023/05/28,30,F
C100,unknown,2023-10-21,30,
C100,unknown,02/02/2022,,M
C100,a@mail.com,2023/11/20,30,F
C_100,unknown,2023-11-04,30,M
C101,a@mail.com,13/09/2023,30,M
C100,b@mail.com,23/05/2022,,F
C100,unknown,2023/04/08,,M
C100,unknown,2022/12/31,25,M
C101,b@mail.com,2022/12/19,25,
C101,a@mail.com,2022/12/07,25,
C_100,b@mail.com,2022/05/29,,F
C101,a@mail.com,2023-05-04,30,F
